restaurant_lat,restaurant_lon,customer_lat,customer_lon,distance_km,order_hour,day_of_week,weather,traffic_level,prep_time_min,rider_availability,order_size,historical_avg_delivery_min,delivery_time_min
17.380655,78.370743,17.412833,78.381975,3.771,3,3,Cloudy,High,18.4,Medium,Large,26.2,38.7
17.316055,78.422498,17.264737,78.38023,7.26,14,3,Rainy,Medium,14.4,Medium,Medium,25.2,48.0
17.352546,78.42941,17.36754,78.391375,4.367,4,2,Cloudy,High,8.5,Low,Small,40.1,40.6
17.497206,78.386124,17.557078,78.440383,8.799,8,0,Cloudy,Medium,11.9,High,Medium,52.6,41.0
17.341792,78.467565,17.385757,78.411065,7.737,9,1,Rainy,High,20.1,Medium,Large,44.9,62.4
17.339624,78.378768,17.384703,78.341188,6.406,21,2,Clear,Low,12.6,Medium,Medium,29.6,36.2
17.414728,78.394738,17.436371,78.415284,3.247,3,4,Rainy,Medium,22.6,Medium,Large,37.5,40.4
17.3996,78.462218,17.394942,78.428246,3.642,1,1,Rainy,Low,10.1,High,Medium,36.8,32.1
17.416088,78.403797,17.437354,78.36563,4.689,12,3,Clear,Medium,7.6,Medium,Small,51.7,32.3
17.375347,78.477934,17.35389,78.484714,2.492,14,3,Clear,Medium,10.8,High,Small,37.2,26.4
17.465352,78.488103,17.471685,78.511617,2.592,12,3,Clear,Medium,10.3,High,Medium,32.0,25.4
17.327716,78.410258,17.332478,78.401934,1.03,16,6,Cloudy,Medium,8.8,High,Small,33.5,16.2
17.385679,78.367478,17.390926,78.401232,3.629,20,1,Rainy,Low,19.7,High,Medium,50.4,41.6
17.437952,78.44789,17.427391,78.485716,4.181,14,2,Cloudy,High,9.0,Medium,Small,41.5,41.8
17.473647,78.36858,17.455984,78.38335,2.512,12,2,Clear,Medium,6.0,High,Small,27.0,19.3
17.373914,78.453047,17.353557,78.462385,2.471,16,5,Cloudy,Medium,6.6,Medium,Small,47.1,26.4
17.413549,78.495244,17.380517,78.5332,5.451,5,4,Cloudy,Medium,12.9,High,Medium,52.6,39.5
17.313828,78.474066,17.306454,78.41587,6.232,5,5,Cloudy,Low,6.6,Medium,Small,52.2,36.6
17.334064,78.439654,17.288193,78.44093,5.102,8,3,Cloudy,Medium,25.7,High,Large,33.6,46.2
17.313828,78.539172,17.362016,78.49462,7.147,18,5,Cloudy,Low,23.7,Medium,Large,33.7,52.7
17.445576,78.370349,17.393938,78.336936,6.748,20,0,Rainy,High,5.7,Low,Small,40.9,53.3
17.357612,78.526,17.398102,78.57988,7.278,13,1,Cloudy,High,10.8,Low,Small,33.0,56.8
17.444749,78.510026,17.413699,78.450471,7.2,14,4,Cloudy,High,6.0,Medium,Small,46.1,48.5
17.31328,78.433948,17.355666,78.410789,5.316,18,1,Cloudy,Medium,15.9,High,Medium,48.5,42.0
17.47251,78.380573,17.498942,78.339097,5.29,5,2,Stormy,Low,12.4,Medium,Medium,50.0,39.5
17.467106,78.381173,17.517623,78.389623,5.688,2,1,Rainy,Medium,6.1,Medium,Small,45.8,31.7
17.317786,78.534361,17.362214,78.575672,6.605,17,0,Cloudy,Medium,14.4,Medium,Medium,50.4,33.9
17.304751,78.396741,17.328882,78.383648,3.022,3,2,Rainy,Medium,19.1,Medium,Medium,49.8,37.0
17.311258,78.524823,17.269459,78.565285,6.329,3,6,Stormy,Medium,12.4,Medium,Medium,30.0,45.6
17.470726,78.450659,17.476611,78.443487,1.003,9,0,Clear,Medium,19.1,Medium,Medium,50.0,29.9
17.346941,78.442347,17.32772,78.491432,5.631,18,6,Rainy,Medium,5.4,High,Small,36.7,42.8
17.409655,78.473902,17.455948,78.515536,6.783,9,3,Stormy,Medium,29.6,Low,Large,29.4,75.0
17.385249,78.393008,17.429916,78.354466,6.434,2,5,Clear,Low,7.3,Medium,Small,46.8,25.6
17.459105,78.435674,17.43679,78.481882,5.494,3,5,Clear,Medium,13.8,Low,Medium,45.2,46.9
17.39778,78.537697,17.418384,78.500805,4.536,6,0,Cloudy,Medium,18.8,Low,Large,49.7,44.6
17.400132,78.397651,17.380726,78.396499,2.161,1,1,Cloudy,Medium,19.7,Medium,Large,27.9,34.6
17.497818,78.534317,17.519201,78.497837,4.541,7,6,Stormy,Low,13.0,Medium,Medium,52.5,39.4
17.330026,78.548842,17.34369,78.535217,2.098,1,4,Clear,High,16.0,High,Medium,32.2,32.1
17.466141,78.360381,17.467455,78.418654,6.183,20,2,Rainy,High,19.3,Medium,Medium,27.6,55.6
17.31035,78.456276,17.355759,78.488093,6.075,1,3,Rainy,Low,7.5,Medium,Small,40.4,23.5
17.39553,78.384364,17.365056,78.390853,3.458,4,3,Cloudy,High,12.3,High,Medium,37.6,29.5
17.477267,78.474343,17.512963,78.5266,6.817,0,0,Cloudy,High,8.1,Medium,Small,33.5,42.0
17.433043,78.547909,17.455784,78.531073,3.096,6,6,Cloudy,High,26.2,Medium,Large,52.0,49.8
17.437043,78.529376,17.410795,78.490161,5.082,19,1,Clear,High,5.6,Medium,Small,25.9,35.9
17.352663,78.53497,17.343266,78.574444,4.318,13,6,Clear,Medium,19.3,High,Medium,50.1,45.8
17.383715,78.39267,17.331997,78.334131,8.466,22,1,Clear,Low,24.2,Low,Large,27.9,45.5
17.373316,78.458464,17.385025,78.495015,4.091,14,4,Clear,Low,5.5,Medium,Small,49.6,27.4
17.404289,78.396966,17.450836,78.339589,7.99,10,3,Cloudy,Low,18.7,Low,Medium,32.5,37.0
17.392446,78.529885,17.346584,78.504011,5.792,23,6,Rainy,Medium,16.0,Medium,Medium,31.7,46.9
17.36538,78.388231,17.321219,78.370891,5.244,4,4,Clear,Low,5.9,Medium,Small,36.1,22.4
17.361096,78.380792,17.358044,78.359015,2.336,2,4,Cloudy,Low,14.9,High,Medium,39.4,23.8
17.350171,78.352433,17.323918,78.321644,4.382,7,2,Clear,Medium,10.9,High,Medium,30.7,29.7
17.373009,78.38639,17.346241,78.339371,5.81,22,6,Clear,Medium,12.8,Medium,Medium,52.7,38.6
17.329988,78.387953,17.346629,78.328334,6.593,19,0,Clear,Low,8.6,Low,Small,34.0,34.5
17.474421,78.365498,17.463652,78.398463,3.696,12,3,Clear,Medium,12.5,Medium,Medium,30.7,31.9
17.420424,78.523548,17.461782,78.518378,4.631,22,1,Rainy,Medium,6.1,Medium,Small,49.6,27.2
17.326757,78.506,17.318226,78.465433,4.409,15,3,Cloudy,Medium,18.7,Low,Medium,33.6,38.3
17.438772,78.400896,17.452605,78.350758,5.537,5,0,Clear,Medium,15.9,Medium,Medium,52.2,33.3
17.469533,78.506652,17.45728,78.480064,3.132,0,4,Clear,High,5.9,Medium,Small,50.1,27.1
17.347507,78.434433,17.31823,78.416958,3.747,0,5,Rainy,Low,6.4,Medium,Small,35.2,26.9
17.33012,78.505104,17.32668,78.500474,0.623,20,4,Cloudy,Medium,25.7,High,Large,50.1,43.9
17.301723,78.414602,17.328181,78.366728,5.872,7,4,Stormy,Medium,15.7,Medium,Medium,38.6,42.8
17.30945,78.462931,17.363787,78.520522,8.595,10,0,Cloudy,High,19.4,High,Medium,31.7,54.5
17.45245,78.426322,17.39751,78.398572,6.781,9,4,Cloudy,Low,7.0,High,Small,31.4,24.3
17.497437,78.387535,17.501257,78.380491,0.859,2,2,Cloudy,High,5.2,Medium,Small,34.9,10.0
17.308976,78.467127,17.325292,78.492208,3.222,0,4,Rainy,Low,11.9,High,Small,51.1,26.9
17.449614,78.500166,17.399901,78.477389,6.033,17,4,Rainy,Medium,17.7,Medium,Medium,46.5,47.0
17.314372,78.500621,17.353873,78.450521,6.897,16,2,Clear,Medium,11.1,High,Medium,44.6,34.0
17.418427,78.421258,17.391541,78.406443,3.378,5,0,Cloudy,Medium,24.4,High,Large,39.1,44.3
17.451215,78.453742,17.496204,78.460087,5.048,2,0,Clear,High,7.0,High,Small,48.8,34.1
17.371841,78.502756,17.378154,78.543766,4.408,12,3,Rainy,Medium,18.5,Medium,Medium,35.6,48.5
17.302187,78.3609,17.260436,78.345051,4.938,1,4,Rainy,Medium,17.6,Medium,Medium,30.1,44.2
17.419038,78.364378,17.447744,78.41112,5.897,6,0,Clear,High,6.9,Medium,Small,27.2,33.4
17.498249,78.425245,17.457116,78.430774,4.611,17,5,Cloudy,Low,16.3,High,Medium,51.3,35.6
17.351523,78.394694,17.377969,78.420793,4.04,4,1,Cloudy,Medium,19.3,Low,Medium,25.2,39.7
17.337898,78.424929,17.374882,78.368549,7.261,18,5,Stormy,Medium,10.0,Medium,Medium,54.5,55.1
17.324785,78.368751,17.333849,78.416238,5.14,21,4,Cloudy,High,18.6,Medium,Large,55.0,56.3
17.411051,78.468402,17.383582,78.434015,4.758,4,5,Clear,High,10.7,Medium,Medium,32.4,39.1
17.419289,78.484348,17.41177,78.463452,2.369,15,1,Rainy,Medium,28.7,Medium,Large,50.7,46.0
17.458454,78.508368,17.461817,78.511207,0.48,18,4,Clear,Low,13.6,High,Medium,38.3,28.9
17.450615,78.480105,17.470508,78.535284,6.257,12,4,Cloudy,High,27.1,Low,Large,52.2,68.3
17.478508,78.429276,17.494579,78.410757,2.655,7,5,Cloudy,High,10.1,Medium,Medium,36.5,23.8
17.461155,78.536986,17.449205,78.503446,3.798,23,3,Rainy,Low,10.1,Medium,Medium,40.5,29.5
17.349453,78.495266,17.380433,78.550554,6.804,7,5,Cloudy,Low,10.8,High,Small,47.3,29.9
17.411175,78.455536,17.443745,78.492552,5.342,5,3,Clear,Low,10.9,Medium,Small,43.6,30.6
17.359482,78.39137,17.383042,78.410981,3.346,2,6,Rainy,Low,19.4,Medium,Medium,31.3,41.8
17.365957,78.479795,17.338616,78.468951,3.251,21,4,Stormy,Low,5.5,Low,Small,36.9,37.8
17.486389,78.468344,17.482716,78.458799,1.092,5,0,Cloudy,Medium,13.1,Medium,Medium,39.4,25.3
17.436379,78.486666,17.42831,78.540746,5.807,3,5,Cloudy,Low,11.1,Low,Small,47.0,39.3
17.494918,78.506225,17.532933,78.4545,6.925,0,1,Cloudy,High,16.9,Medium,Medium,26.2,41.6
17.383383,78.53301,17.420364,78.56391,5.259,6,0,Cloudy,Medium,19.5,High,Medium,54.2,36.4
17.407488,78.539811,17.451417,78.551949,5.052,16,4,Clear,Medium,12.1,Low,Medium,37.7,40.6
17.397423,78.476037,17.365164,78.532249,6.961,16,3,Cloudy,Low,15.7,Medium,Medium,37.1,30.7
17.321457,78.543191,17.351272,78.5502,3.398,20,2,Clear,Low,15.9,High,Medium,51.1,35.2
17.34734,78.532284,17.391788,78.505949,5.678,16,2,Rainy,Low,19.8,High,Large,39.6,45.6
17.405527,78.350523,17.365506,78.384113,5.702,1,2,Rainy,Medium,6.8,High,Small,42.8,37.9
17.313475,78.477523,17.258267,78.535799,8.716,20,6,Clear,Medium,8.0,Low,Small,46.4,51.4
17.486292,78.385694,17.438953,78.434588,7.39,6,5,Rainy,Medium,17.4,Medium,Medium,33.9,48.3
17.324769,78.409039,17.337513,78.384407,2.974,22,5,Clear,Medium,13.8,High,Medium,54.4,26.0
17.339596,78.4095,17.330194,78.391062,2.219,8,3,Clear,Medium,13.8,Medium,Medium,49.7,28.8
17.453064,78.446626,17.41647,78.477204,5.204,0,5,Clear,High,16.8,Low,Medium,49.1,49.6
17.319387,78.352173,17.322783,78.363956,1.307,9,3,Cloudy,Low,13.7,Medium,Medium,27.7,25.0
17.480056,78.397159,17.514318,78.338553,7.29,10,6,Rainy,Low,22.5,Low,Large,39.2,57.5
17.44514,78.355824,17.487838,78.312848,6.582,19,0,Clear,Medium,11.6,Medium,Small,39.8,39.1
17.313724,78.480112,17.343931,78.430371,6.258,13,5,Stormy,High,5.9,Medium,Small,27.1,47.1
17.438369,78.527858,17.484631,78.489305,6.571,1,3,Cloudy,High,21.3,Medium,Large,46.6,59.3
17.426326,78.549558,17.438828,78.526147,2.846,1,2,Clear,Medium,29.4,Medium,Large,35.6,41.3
17.45147,78.439711,17.491919,78.495775,7.456,14,4,Cloudy,Low,16.1,Medium,Medium,36.8,38.7
17.46564,78.402028,17.455702,78.423205,2.503,2,6,Cloudy,High,15.1,High,Medium,44.0,31.8
17.44367,78.520621,17.485968,78.467192,7.365,12,1,Cloudy,Low,18.1,High,Medium,43.7,42.8
17.417235,78.372632,17.464733,78.385516,5.455,21,3,Cloudy,Low,10.9,Low,Medium,50.3,41.9
17.364493,78.544848,17.386862,78.537248,2.615,20,1,Clear,Low,17.1,Low,Medium,51.7,34.9
17.439455,78.492967,17.43118,78.523452,3.362,15,5,Cloudy,High,11.8,High,Medium,40.1,38.4
17.491394,78.450787,17.465195,78.496858,5.689,7,3,Clear,Medium,18.0,Medium,Medium,48.9,41.7
17.417504,78.36933,17.396526,78.317156,6.007,12,2,Stormy,Low,16.1,Medium,Medium,43.9,57.9
17.432869,78.353639,17.388752,78.411231,7.836,2,6,Cloudy,Medium,8.0,Low,Small,31.1,46.4
17.387426,78.458906,17.333085,78.405855,8.259,17,1,Clear,High,14.2,Medium,Medium,25.5,49.5
17.451224,78.43277,17.440954,78.460655,3.171,3,0,Rainy,Medium,12.2,High,Medium,28.2,33.9
17.499533,78.518533,17.444654,78.566909,7.973,1,1,Clear,Low,25.4,Low,Large,34.4,51.1
17.332078,78.478461,17.377748,78.508667,6.006,15,2,Clear,High,11.6,Medium,Medium,37.5,43.6
17.340481,78.436379,17.358476,78.394474,4.877,13,1,Rainy,Medium,13.4,Medium,Medium,44.4,46.5
17.407888,78.395201,17.449128,78.360161,5.903,13,0,Clear,Medium,11.0,Medium,Small,39.2,35.1
17.396275,78.446084,17.389605,78.391026,5.889,11,6,Cloudy,Medium,12.2,High,Medium,52.6,46.9
17.414314,78.382599,17.381188,78.338327,5.969,14,2,Cloudy,Medium,11.5,Low,Small,29.2,40.2
17.309815,78.483403,17.284648,78.430725,6.254,10,6,Rainy,Low,18.1,Medium,Medium,27.6,40.7
17.380855,78.471146,17.423423,78.417582,7.396,3,4,Cloudy,Low,10.3,High,Small,53.1,33.4
17.416596,78.512014,17.371223,78.519468,5.107,13,5,Rainy,Medium,19.1,Low,Medium,30.2,56.3
17.417038,78.439906,17.44083,78.38911,6.003,1,2,Stormy,Medium,11.6,Low,Medium,48.3,46.6
17.431467,78.40573,17.39855,78.396737,3.783,1,4,Rainy,High,21.6,Medium,Large,38.0,47.3
17.444043,78.517279,17.426424,78.542439,3.311,13,2,Clear,High,6.0,Medium,Small,32.3,29.4
17.428309,78.488199,17.368675,78.430016,9.06,16,2,Rainy,Medium,5.2,Medium,Small,31.9,41.9
17.458049,78.491342,17.455539,78.508007,1.79,1,6,Rainy,Medium,16.4,Medium,Medium,51.7,39.1
17.424952,78.455617,17.380354,78.486479,5.943,9,6,Cloudy,Medium,16.7,Medium,Medium,42.1,37.3
17.407502,78.525196,17.450659,78.529596,4.822,22,2,Cloudy,Low,11.4,High,Small,48.1,23.4
17.421239,78.395557,17.372967,78.392628,5.377,18,0,Cloudy,Medium,17.1,Medium,Medium,41.3,50.0
17.320239,78.430338,17.290283,78.458039,4.443,19,3,Clear,Medium,12.8,Medium,Medium,27.5,39.5
17.354631,78.509247,17.296407,78.512814,6.485,15,6,Rainy,Medium,17.7,High,Medium,35.4,43.6
17.40548,78.376592,17.464625,78.377706,6.578,4,6,Cloudy,High,9.3,High,Small,41.1,42.1
17.474597,78.511622,17.49157,78.54784,4.28,9,3,Clear,Low,11.4,Medium,Small,40.0,27.7
17.43581,78.420519,17.45304,78.461026,4.705,14,3,Cloudy,Medium,18.8,Medium,Medium,48.5,44.9
17.318082,78.375101,17.320345,78.359311,1.695,15,6,Cloudy,High,29.7,High,Large,47.3,44.0
17.418455,78.36583,17.462622,78.355687,5.028,3,1,Rainy,Medium,11.5,High,Medium,44.4,38.3
17.344348,78.518606,17.30165,78.554697,6.101,23,1,Stormy,Low,13.8,Medium,Medium,52.3,42.8
17.446803,78.505723,17.481946,78.511107,3.949,22,1,Cloudy,Medium,28.1,Medium,Large,54.4,53.7
17.465488,78.407608,17.502343,78.430026,4.738,0,4,Stormy,High,5.6,Low,Small,26.5,45.1
17.418691,78.373272,17.363027,78.322293,8.22,14,6,Clear,Low,12.4,High,Medium,53.3,46.5
17.418273,78.399447,17.374194,78.350891,7.111,3,2,Clear,Medium,6.1,High,Small,35.9,28.3
17.367718,78.392598,17.373376,78.396414,0.748,7,6,Rainy,Medium,19.3,Low,Medium,48.1,39.0
17.38925,78.496611,17.340073,78.534918,6.814,21,3,Cloudy,Low,19.5,High,Medium,44.8,38.7
17.472822,78.393113,17.446706,78.371098,3.726,16,1,Rainy,Medium,13.4,High,Medium,35.7,36.0
17.444664,78.39322,17.433105,78.448496,6.003,8,6,Cloudy,Medium,28.5,High,Large,50.1,55.5
17.403951,78.356454,17.362817,78.387693,5.649,0,4,Clear,Medium,9.5,High,Small,27.6,26.4
17.373646,78.469372,17.398144,78.503177,4.504,20,3,Cloudy,Medium,12.2,Medium,Medium,32.0,35.3
17.310076,78.487796,17.309483,78.52788,4.256,6,1,Clear,Low,18.2,Medium,Medium,48.5,36.4
17.328601,78.480698,17.345379,78.451237,3.641,14,3,Cloudy,Low,12.5,Medium,Medium,40.5,29.3
17.338605,78.46372,17.335521,78.443359,2.188,5,1,Cloudy,Medium,8.6,Medium,Small,28.0,17.7
17.374677,78.543215,17.364175,78.497427,4.998,18,2,Cloudy,Low,9.2,Medium,Small,44.2,35.8
17.488829,78.444548,17.487915,78.43019,1.526,8,6,Clear,Medium,23.7,Medium,Large,37.2,38.7
17.401031,78.522027,17.448972,78.466327,7.959,17,6,Rainy,Medium,9.5,Medium,Small,27.0,50.1
17.346968,78.479202,17.334493,78.50938,3.491,2,2,Stormy,Medium,19.7,Medium,Medium,26.5,49.2
17.32115,78.366832,17.338222,78.403139,4.296,14,2,Clear,High,10.7,Medium,Medium,28.2,44.7
17.367661,78.512018,17.407737,78.477652,5.758,23,1,Clear,Medium,10.9,High,Small,35.4,30.9
17.463146,78.466878,17.477677,78.465666,1.621,11,1,Clear,High,14.4,Medium,Medium,42.6,37.2
17.376669,78.480705,17.343796,78.501344,4.261,11,3,Cloudy,Low,10.5,High,Small,45.8,28.8
17.454501,78.386045,17.409136,78.41515,5.914,16,6,Clear,High,9.1,Low,Small,44.7,44.3
17.460541,78.437498,17.471446,78.493831,6.097,20,5,Cloudy,Medium,21.5,Medium,Large,28.3,53.0
17.322164,78.526116,17.349452,78.490195,4.873,19,2,Clear,High,18.8,Medium,Medium,49.0,50.7
17.421732,78.393086,17.45398,78.362693,4.822,1,5,Clear,Medium,6.5,Medium,Small,49.0,27.0
17.491819,78.350025,17.515075,78.39249,5.193,7,3,Clear,High,19.0,Medium,Medium,35.0,43.8
17.380428,78.401502,17.320842,78.353167,8.379,20,4,Stormy,Medium,16.2,High,Medium,47.9,57.5
17.310189,78.447508,17.34305,78.481814,5.159,23,1,Clear,Medium,5.7,Medium,Small,30.9,23.5
17.484661,78.514256,17.497215,78.470256,4.871,15,5,Clear,Low,9.0,Low,Small,29.7,28.6
17.476733,78.478658,17.535315,78.474395,6.53,0,3,Clear,Medium,15.9,Medium,Medium,40.0,42.9
17.404428,78.533813,17.436179,78.544882,3.721,16,5,Stormy,Medium,10.8,High,Medium,27.9,42.9
17.410451,78.441113,17.402075,78.473258,3.536,22,1,Cloudy,High,5.3,Medium,Small,42.1,30.1
17.342348,78.428163,17.363486,78.381907,5.443,19,6,Rainy,Medium,18.7,Medium,Medium,41.1,52.2
17.46389,78.396284,17.477802,78.435171,4.405,17,2,Clear,Medium,20.0,Low,Medium,28.7,36.9
17.39972,78.393612,17.380207,78.435679,4.963,12,4,Clear,High,15.4,Medium,Medium,45.2,46.5
17.306776,78.497222,17.310799,78.532442,3.766,21,3,Cloudy,High,16.5,Medium,Medium,40.0,44.7
17.436603,78.366072,17.401129,78.418549,6.823,15,4,Rainy,High,17.7,Medium,Medium,27.5,59.0
17.490099,78.398543,17.440639,78.44321,7.259,12,1,Rainy,Low,7.3,Medium,Small,43.0,38.6
17.46583,78.527179,17.493793,78.559336,4.615,21,6,Clear,High,11.8,Medium,Small,37.8,40.6
17.35544,78.465384,17.341535,78.474904,1.847,0,1,Stormy,Medium,17.0,High,Medium,42.6,42.0
17.310665,78.359318,17.341351,78.396352,5.205,3,2,Cloudy,High,9.0,Low,Small,43.3,48.0
17.48807,78.490851,17.486671,78.547891,6.051,20,3,Cloudy,Medium,7.6,Medium,Small,37.0,36.5
17.487413,78.451336,17.524587,78.467815,4.488,1,3,Rainy,Medium,5.7,Medium,Small,28.8,22.2
17.406483,78.520904,17.435236,78.490017,4.578,21,1,Cloudy,Low,16.8,High,Medium,43.9,32.4
17.428463,78.486487,17.460159,78.456228,4.767,23,6,Rainy,Low,13.8,Medium,Medium,54.7,42.6
17.39252,78.350889,17.38404,78.386408,3.885,6,4,Cloudy,Medium,11.7,Low,Small,39.5,34.5
17.383953,78.391148,17.439295,78.449882,8.758,21,6,Clear,Low,15.4,Low,Medium,48.7,44.8
17.32389,78.401593,17.31252,78.36683,3.901,13,2,Clear,Medium,22.8,Low,Large,52.6,49.4
17.319351,78.490446,17.354528,78.546857,7.152,12,2,Stormy,Low,6.9,Medium,Small,44.1,54.6
17.346546,78.451863,17.345297,78.424058,2.954,22,3,Rainy,Low,19.7,Medium,Medium,31.1,39.2
17.467328,78.499489,17.435538,78.489026,3.705,18,4,Stormy,Low,11.9,Medium,Medium,45.0,44.3
17.329166,78.452573,17.344636,78.501552,5.476,21,1,Cloudy,Low,18.2,Low,Medium,34.4,41.9
17.34534,78.415477,17.341633,78.470895,5.896,21,5,Cloudy,Low,26.4,High,Large,30.5,56.9
17.409723,78.370732,17.381411,78.378767,3.262,17,6,Clear,High,22.1,Medium,Large,44.7,46.7
17.343026,78.390524,17.32893,78.444535,5.943,11,3,Cloudy,Medium,13.8,High,Medium,46.0,43.3
17.332641,78.430156,17.291834,78.471246,6.294,4,2,Cloudy,Low,15.5,Medium,Medium,52.5,29.1
17.412663,78.460291,17.471109,78.504258,7.999,2,2,Clear,Medium,17.4,Medium,Medium,46.2,46.3
17.373619,78.537727,17.390801,78.581917,5.064,6,0,Cloudy,High,23.6,Medium,Large,40.6,54.6
17.425232,78.397944,17.386057,78.384294,4.59,11,0,Clear,Low,7.5,Low,Small,44.2,29.3
17.482441,78.483217,17.514192,78.426897,6.938,3,2,Cloudy,High,29.0,Medium,Large,54.3,62.6
17.330199,78.380509,17.342424,78.340267,4.483,8,1,Rainy,Medium,15.0,Low,Medium,43.2,37.2
17.482687,78.492751,17.509393,78.441687,6.176,19,2,Rainy,Low,18.9,High,Medium,38.5,45.5
17.480498,78.352268,17.490636,78.321356,3.467,0,2,Cloudy,High,18.3,Medium,Medium,43.4,36.3
17.465818,78.481184,17.413074,78.427819,8.151,7,1,Clear,Medium,26.6,Low,Large,46.9,62.9
17.426257,78.382644,17.390646,78.355876,4.873,23,2,Cloudy,High,7.3,Medium,Small,51.2,31.8
17.424029,78.386065,17.456279,78.39674,3.761,7,0,Clear,Medium,20.9,High,Large,31.0,34.0
17.427843,78.461782,17.458365,78.418709,5.692,17,5,Clear,Medium,10.1,High,Small,28.5,26.3
17.438099,78.425082,17.468564,78.402971,4.12,14,4,Rainy,Medium,25.4,Low,Large,39.2,58.6
17.303296,78.444261,17.245122,78.411157,7.362,18,1,Clear,Low,10.9,High,Small,47.6,31.7
17.491619,78.411778,17.528237,78.36319,6.567,17,1,Cloudy,High,12.7,Medium,Medium,27.8,50.5
17.417121,78.540693,17.409816,78.561825,2.385,14,0,Cloudy,High,10.6,High,Small,52.1,30.9
17.456293,78.408131,17.479533,78.455294,5.63,23,1,Stormy,Medium,18.7,High,Medium,53.6,48.2
17.375456,78.458409,17.348106,78.484329,4.101,6,4,Rainy,High,7.5,High,Small,54.7,38.2
17.302479,78.520871,17.334823,78.542977,4.294,6,0,Rainy,Low,9.1,Medium,Small,44.0,28.2
17.401947,78.482836,17.459821,78.540798,8.901,14,0,Cloudy,Medium,13.7,High,Medium,47.1,53.5
17.401438,78.414555,17.371863,78.442308,4.415,17,3,Clear,Low,20.5,Medium,Large,36.0,36.0
17.387398,78.460487,17.421502,78.40614,6.902,16,6,Clear,High,11.9,Medium,Medium,52.5,48.3
17.367943,78.366598,17.380537,78.332788,3.852,22,3,Clear,Medium,28.3,High,Large,28.3,39.8
17.349965,78.459137,17.322737,78.475633,3.497,14,1,Cloudy,High,5.6,High,Small,35.1,33.0
17.405509,78.436278,17.380832,78.452963,3.266,18,5,Clear,Low,11.4,Medium,Medium,53.3,30.4
17.375056,78.501587,17.402852,78.541499,5.243,3,5,Stormy,Medium,13.3,High,Medium,40.6,43.8
17.493986,78.519581,17.468108,78.478641,5.209,0,5,Clear,High,20.0,Medium,Large,46.5,48.4
17.334585,78.389923,17.280321,78.447669,8.602,19,2,Clear,Medium,18.8,High,Medium,40.6,46.6
17.363933,78.366307,17.408808,78.368262,4.994,10,0,Cloudy,Low,18.6,Medium,Large,25.1,35.3
17.358792,78.428111,17.369466,78.478561,5.484,7,6,Clear,Medium,23.2,Medium,Large,32.5,54.7
17.408662,78.45683,17.439679,78.460351,3.469,18,6,Clear,Low,8.5,Low,Small,31.3,35.6
17.399856,78.42536,17.412243,78.38779,4.218,9,3,Stormy,Medium,13.0,Low,Medium,30.4,41.0
17.428748,78.475712,17.430723,78.457834,1.909,0,5,Clear,High,25.7,Medium,Large,38.2,47.3
17.49,78.45113,17.522398,78.41767,5.056,13,6,Rainy,Medium,19.0,High,Medium,48.1,48.6
17.357044,78.537325,17.300903,78.509032,6.927,3,0,Rainy,Medium,18.9,Low,Medium,39.3,53.8
17.438554,78.431878,17.415981,78.478721,5.568,23,3,Clear,Low,9.9,Low,Small,49.9,34.8
17.305008,78.366499,17.320304,78.351786,2.309,7,6,Clear,Low,14.2,Medium,Medium,33.5,23.3
17.352478,78.410387,17.405755,78.372308,7.171,7,4,Cloudy,Low,18.9,High,Medium,35.5,42.0
17.392744,78.471179,17.379982,78.454924,2.234,20,0,Rainy,High,10.2,High,Medium,49.7,39.5
17.306199,78.401205,17.363234,78.415276,6.515,1,0,Rainy,Low,23.1,Medium,Large,46.9,44.5
17.423534,78.403798,17.454168,78.367904,5.109,16,2,Clear,High,16.9,Medium,Medium,26.1,40.4
17.435662,78.417914,17.43385,78.364032,5.72,23,3,Clear,Medium,11.9,High,Medium,39.9,24.2
17.449346,78.499228,17.440845,78.543883,4.83,0,0,Cloudy,High,18.1,Low,Large,26.6,45.8
17.403315,78.538027,17.358848,78.506733,5.956,22,1,Cloudy,Low,15.3,Medium,Medium,48.2,39.0
17.420789,78.420075,17.434612,78.472439,5.764,14,3,Clear,High,10.6,Low,Small,39.3,49.7
17.379213,78.389098,17.325495,78.334755,8.303,4,5,Cloudy,High,24.5,Medium,Large,44.4,66.0
17.308251,78.434127,17.29974,78.452228,2.142,20,3,Stormy,Medium,13.1,Medium,Medium,36.9,38.1
17.31999,78.420368,17.288515,78.440197,4.084,19,3,Stormy,High,9.8,Low,Small,26.0,56.1
17.430999,78.548005,17.485754,78.506728,7.499,23,5,Cloudy,Low,29.5,High,Large,29.5,54.0
17.499111,78.442774,17.482703,78.462601,2.784,22,4,Stormy,Low,19.0,Medium,Medium,31.9,39.1
17.303161,78.485857,17.301871,78.472373,1.439,14,1,Clear,High,7.2,Low,Small,26.3,30.4
17.411517,78.532758,17.396576,78.51857,2.242,0,1,Clear,Low,29.4,Medium,Large,34.6,39.6
17.450202,78.475812,17.406667,78.52111,6.821,17,0,Cloudy,Low,8.5,Low,Small,34.2,31.5
17.465355,78.399876,17.447665,78.454165,6.085,18,0,Cloudy,Medium,16.3,Medium,Medium,48.5,47.0
17.409041,78.471482,17.442521,78.431896,5.612,18,5,Rainy,High,16.9,Low,Medium,33.4,56.5
