hour,day_of_week,is_holiday,weather,traffic_level,active_orders,available_riders,avg_prep_time_min,zone_id,distance_km,hist_demand_trend,hist_cancel_rate,surge_multiplier,base_delivery_fee,final_delivery_fee,is_peak_hour
21,3,0,Clear,4,21,12,24.9,3,6.5,0.084,0.0623,1.939,40.89,79.29,1
17,1,0,Cloudy,3,29,30,20.4,14,9.6,-0.191,0.1046,1.455,64.07,93.22,1
18,1,1,Cloudy,4,13,10,18.8,2,10.2,-1.323,0.2568,1.748,47.51,83.05,1
22,3,1,Rain,3,41,16,19.7,12,4.1,-0.693,0.1231,2.5,50.56,126.4,1
5,0,0,Rain,2,18,28,7.7,14,3.2,0.421,0.0398,1.343,53.58,71.96,0
2,3,0,Rain,3,8,17,15.4,7,3.4,-0.054,0.2414,1.347,43.18,58.16,0
13,2,0,Clear,1,29,21,14.3,7,2.7,-2.143,0.1205,1.616,39.72,64.19,1
7,1,0,Rain,1,13,12,12.6,7,2.9,0.178,0.1229,1.544,43.16,66.64,1
10,3,0,Clear,1,21,17,18.6,8,11.1,0.443,0.1251,1.514,58.5,88.57,1
5,5,0,Rain,5,4,5,23.8,1,2.2,-1.356,0.2705,1.494,30.2,45.12,1
9,4,0,Rain,5,17,6,16.2,2,4.1,0.681,0.1488,2.5,36.73,91.82,1
9,0,0,Clear,1,28,32,17.3,14,3.7,0.5,0.0841,1.248,53.83,67.18,0
8,3,0,Clear,2,21,27,18.7,6,8.2,0.86,0.0352,1.341,52.6,70.54,0
17,4,0,Clear,3,35,20,20.3,14,6.2,0.422,0.0654,1.959,58.61,114.82,1
14,4,1,Rain,3,15,6,17.8,2,2.8,0.898,0.3845,2.5,33.11,82.78,1
11,2,0,Cloudy,2,14,18,11.4,2,1.7,-0.157,0.1482,1.305,31.52,41.13,0
2,0,0,Clear,2,13,18,17.9,7,6.2,0.619,0.1814,1.431,47.64,68.17,1
13,0,0,Cloudy,3,32,24,21.8,12,7.5,-0.043,0.2054,1.598,59.05,94.36,1
4,2,0,Rain,1,11,14,19.6,2,8.5,-0.77,0.1745,1.421,43.0,61.1,1
7,4,0,Rain,3,26,14,22.7,8,7.6,1.401,0.1272,2.169,57.05,123.74,1
9,5,0,Rain,4,17,10,26.2,5,4.6,0.23,0.0692,2.042,43.23,88.28,1
3,4,0,Fog,5,10,14,25.9,3,7.0,-0.554,0.2217,1.36,42.83,58.25,0
9,2,0,Clear,3,12,6,12.4,4,2.2,-0.507,0.1556,2.034,34.06,69.28,1
6,3,0,Clear,2,13,28,6.2,11,7.0,-0.253,0.1559,1.22,58.19,70.99,0
20,0,0,Cloudy,4,42,18,6.4,14,5.4,-0.665,0.0396,2.262,56.93,128.78,1
20,5,0,Clear,5,40,21,12.9,12,5.3,0.096,0.1591,2.13,53.19,113.29,1
0,2,0,Cloudy,3,6,9,16.6,2,3.6,0.076,0.0922,1.217,33.39,40.64,0
14,3,1,Fog,4,31,21,16.3,9,5.1,-1.349,0.1132,1.959,48.8,95.6,1
15,3,0,Cloudy,3,11,19,15.1,4,7.8,-1.128,0.1983,1.256,50.26,63.13,0
9,2,0,Clear,3,11,13,16.3,3,1.7,-1.378,0.1044,1.37,34.71,47.55,0
11,1,0,Fog,3,29,22,15.4,12,10.8,0.589,0.3265,1.808,62.89,113.71,1
18,6,0,Clear,3,29,30,19.1,15,3.5,0.753,0.1956,1.449,56.42,81.75,1
9,0,0,Clear,2,9,10,16.6,3,12.4,0.506,0.0865,1.427,55.31,78.93,1
1,6,0,Cloudy,4,11,14,30.3,8,2.7,0.888,0.1229,1.411,43.8,61.8,1
8,0,0,Clear,5,38,20,17.9,15,4.9,1.3,0.0884,2.152,55.72,119.91,1
6,0,0,Clear,3,13,32,22.6,15,7.3,0.012,0.0376,1.223,61.52,75.24,0
9,6,1,Clear,4,23,12,9.8,3,7.6,1.293,0.0538,2.195,46.05,101.08,1
5,6,1,Cloudy,2,14,20,23.6,6,14.6,-0.257,0.4239,1.403,63.8,89.51,1
3,6,0,Cloudy,3,11,14,20.9,5,2.9,0.852,0.1698,1.347,36.13,48.67,0
23,5,0,Rain,2,25,25,15.1,9,11.3,-0.168,0.2928,1.59,61.78,98.23,1
3,3,1,Cloudy,2,18,30,11.7,14,1.9,-0.113,0.1244,1.266,48.71,61.67,0
16,0,0,Storm,3,19,12,17.0,8,7.5,0.424,0.2297,2.064,49.76,102.7,1
17,4,0,Storm,1,46,28,23.4,13,5.7,-0.062,0.1071,2.006,53.63,107.58,1
14,3,0,Clear,2,17,12,16.8,3,5.5,1.165,0.1559,1.74,41.91,72.92,1
21,5,0,Clear,2,28,26,10.7,12,10.2,-0.111,0.0832,1.432,63.68,91.19,1
0,0,0,Rain,3,23,20,18.5,14,2.7,1.121,0.0074,1.66,52.16,86.59,1
7,0,0,Clear,3,13,18,14.4,9,3.9,2.258,0.2694,1.394,45.63,63.61,0
4,4,0,Clear,3,17,16,17.4,10,2.6,-0.386,0.0168,1.437,42.14,60.56,1
13,5,0,Clear,1,12,9,6.1,1,8.1,-0.589,0.1275,1.576,40.29,63.5,1
15,6,0,Cloudy,3,20,33,9.1,13,6.6,-1.422,0.2577,1.305,57.8,75.43,0
21,3,0,Cloudy,1,23,12,21.1,5,4.0,-0.486,0.2274,1.952,39.27,76.66,1
9,2,0,Rain,4,18,8,24.5,1,2.4,-1.349,0.1286,2.41,31.93,76.95,1
5,3,0,Cloudy,4,15,19,26.4,10,6.2,-0.241,0.2232,1.384,52.91,73.23,0
22,3,0,Cloudy,5,11,10,22.5,1,4.7,1.006,0.1206,1.683,39.46,66.41,1
16,4,0,Cloudy,3,19,31,12.2,11,6.5,1.135,0.2984,1.297,53.95,69.97,0
18,1,0,Cloudy,4,28,19,19.0,7,3.8,1.571,0.0356,1.87,42.29,79.08,1
10,2,0,Clear,3,17,20,12.7,10,4.6,-0.17,0.0286,1.354,50.53,68.42,0
10,3,0,Rain,2,31,30,20.9,15,5.7,1.341,0.0655,1.601,59.52,95.29,1
9,5,0,Cloudy,4,21,19,24.6,8,4.4,-0.792,0.1744,1.525,44.05,67.18,1
17,5,0,Cloudy,1,20,26,13.1,13,1.8,-0.166,0.2139,1.231,46.97,57.82,0
5,5,0,Clear,3,13,25,12.1,9,5.2,0.044,0.1435,1.263,47.76,60.32,0
23,1,0,Clear,5,18,19,22.1,13,1.8,-0.076,0.1,1.489,47.26,70.37,1
4,2,0,Cloudy,2,19,18,26.6,7,2.3,-1.129,0.0492,1.375,37.63,51.74,0
11,3,0,Rain,2,24,23,12.6,12,3.1,0.182,0.1953,1.495,47.49,71.0,1
7,6,0,Clear,1,17,17,15.5,6,2.2,-0.318,0.2498,1.372,37.58,51.56,0
15,2,0,Fog,3,22,24,13.7,10,16.0,1.453,0.1495,1.564,70.83,110.78,1
16,6,0,Rain,3,34,24,20.4,14,4.1,-0.719,0.1115,1.8,56.44,101.59,1
22,5,0,Cloudy,3,20,23,16.6,11,8.1,1.017,0.0629,1.429,56.74,81.08,1
18,4,0,Cloudy,2,18,12,15.5,4,8.4,-2.239,0.1876,1.754,50.56,88.68,1
5,4,0,Cloudy,3,10,13,24.2,6,2.6,0.681,0.1896,1.363,39.9,54.38,0
4,5,1,Clear,4,6,12,17.2,2,1.0,-0.199,0.1008,1.343,30.42,40.85,0
21,4,0,Clear,5,42,24,21.4,14,5.0,0.224,0.0063,1.978,53.86,106.54,1
11,4,0,Rain,2,17,28,20.5,11,5.0,0.902,0.1762,1.374,52.7,72.41,0
2,2,0,Cloudy,3,13,15,11.7,6,10.9,-1.303,0.1222,1.476,58.1,85.76,1
19,2,1,Rain,4,47,19,17.5,15,4.2,1.945,0.0682,2.5,55.37,138.42,1
15,4,0,Clear,3,17,11,13.1,6,6.0,0.082,0.145,1.728,46.68,80.66,1
0,5,0,Clear,4,10,25,12.7,11,8.3,-0.713,0.0341,1.269,57.02,72.36,0
18,4,0,Clear,3,12,13,20.1,3,7.4,0.615,0.1235,1.459,45.47,66.34,1
14,6,0,Clear,2,21,30,19.4,8,6.6,0.68,0.2994,1.301,50.74,66.01,0
14,4,0,Rain,3,8,5,26.4,1,9.0,0.003,0.0553,1.986,44.96,89.29,1
20,2,0,Clear,3,28,26,17.9,13,4.4,-1.179,0.0809,1.519,57.03,86.63,1
11,4,0,Rain,2,13,10,13.9,4,6.7,1.898,0.117,1.747,39.88,69.67,1
11,4,1,Rain,1,18,10,13.2,2,4.4,0.617,0.0551,2.131,37.18,79.23,1
14,6,0,Clear,4,20,14,13.2,2,4.9,-0.953,0.069,1.758,38.66,67.96,1
4,1,1,Cloudy,4,6,8,18.5,3,6.6,-0.641,0.0716,1.484,46.92,69.63,1
3,1,0,Fog,1,13,21,21.5,8,7.8,0.999,0.1564,1.367,51.61,70.55,0
20,1,0,Clear,4,33,14,23.3,8,5.4,-0.66,0.2045,2.34,49.1,114.89,1
5,0,0,Clear,3,8,15,23.3,5,2.5,0.753,0.0934,1.313,34.8,45.69,0
12,4,0,Clear,2,31,31,20.2,13,5.0,-0.947,0.0683,1.414,53.3,75.37,1
6,6,0,Fog,4,9,19,15.4,6,6.6,-0.257,0.0155,1.366,48.19,65.83,0
5,4,0,Fog,4,18,24,18.6,15,4.8,-0.213,0.2464,1.368,56.19,76.87,0
14,0,1,Rain,4,26,14,22.1,7,4.4,1.04,0.1128,2.238,46.89,104.94,1
19,2,0,Clear,1,38,30,17.7,12,10.8,-0.329,0.2354,1.571,64.14,100.76,1
10,6,0,Storm,2,25,12,11.6,5,4.2,-1.235,0.1628,2.321,40.56,94.14,1
3,0,0,Cloudy,1,17,34,16.9,9,3.2,1.786,0.0914,1.237,43.87,54.27,0
5,4,0,Cloudy,4,5,14,21.4,3,4.2,0.716,0.1653,1.247,35.58,44.37,0
3,3,0,Storm,3,13,9,12.9,7,7.4,0.134,0.1642,1.955,52.7,103.03,1
21,6,1,Clear,4,19,10,19.1,2,6.5,-1.362,0.0674,2.14,43.6,93.3,1
7,3,0,Storm,4,21,13,15.1,11,2.4,-0.173,0.1449,1.997,46.49,92.84,1
8,3,0,Clear,1,28,37,15.7,14,9.9,0.044,0.1687,1.311,65.36,85.69,0
1,5,0,Storm,5,13,11,25.3,10,4.9,-1.592,0.0482,1.815,50.79,92.18,1
10,5,0,Cloudy,3,16,15,27.6,6,5.8,1.126,0.0659,1.569,46.03,72.22,1
21,3,0,Clear,5,21,10,18.9,4,7.4,0.242,0.2207,2.277,44.17,100.58,1
9,5,0,Rain,1,16,15,19.6,6,10.3,-0.114,0.1395,1.604,54.16,86.87,1
15,5,0,Clear,2,19,21,13.9,7,7.7,-0.951,0.0624,1.399,53.18,74.4,0
4,3,0,Clear,3,22,22,23.5,13,3.8,2.433,0.0853,1.533,53.58,82.14,1
3,5,0,Clear,5,16,11,18.8,10,3.1,0.954,0.0287,1.877,48.98,91.94,1
17,2,1,Rain,1,31,16,29.0,6,3.0,-0.552,0.1484,2.09,38.85,81.2,1
1,2,0,Storm,3,16,9,9.8,5,4.0,-2.092,0.2534,2.131,38.88,82.85,1
10,0,0,Cloudy,1,20,34,10.9,12,4.5,-1.434,0.3772,1.176,51.05,60.03,0
7,4,0,Clear,2,14,30,23.0,12,3.9,0.062,0.1346,1.146,50.45,57.82,0
0,1,0,Clear,3,11,18,19.0,4,4.5,0.899,0.1577,1.298,39.79,51.65,0
12,5,0,Clear,2,30,20,17.6,8,5.7,-0.103,0.1302,1.749,48.94,85.6,1
23,6,0,Clear,2,4,13,7.5,2,1.5,0.155,0.0404,1.113,31.99,35.6,0
1,6,0,Rain,3,14,18,20.7,12,2.4,-0.084,0.0855,1.369,48.55,66.46,0
19,1,0,Clear,4,38,23,13.9,12,7.3,0.712,0.26,2.037,60.04,122.3,1
12,4,0,Clear,1,21,15,16.5,4,6.8,-1.304,0.0201,1.629,45.64,74.35,1
17,5,0,Clear,2,22,24,16.0,9,5.7,-1.588,0.1951,1.372,48.57,66.64,0
2,3,0,Storm,3,6,5,25.5,2,8.1,-0.288,0.4185,1.717,45.77,78.59,1
20,3,0,Clear,5,22,6,16.4,3,3.1,-0.324,0.0702,2.5,34.75,86.88,1
0,3,0,Cloudy,2,11,16,10.2,9,3.0,-1.2,0.2136,1.228,44.4,54.52,0
21,2,0,Clear,2,30,25,21.9,8,3.2,1.486,0.0433,1.669,42.77,71.38,1
15,4,0,Cloudy,1,10,9,16.5,1,3.4,1.173,0.2691,1.496,33.85,50.64,1
8,6,0,Rain,2,22,24,21.2,12,7.0,-1.847,0.0261,1.444,61.01,88.1,1
0,1,0,Clear,3,14,19,9.5,6,7.5,-0.314,0.2151,1.294,49.42,63.95,0
14,0,0,Clear,2,31,33,18.8,15,6.6,-0.908,0.0731,1.431,62.24,89.07,1
2,0,0,Clear,3,17,28,12.9,14,4.5,-0.631,0.0485,1.264,53.47,67.59,0
14,4,0,Storm,2,24,14,7.3,6,4.9,-2.06,0.2743,2.031,46.13,93.69,1
18,1,0,Rain,2,17,8,22.6,1,2.8,0.168,0.1503,2.181,33.08,72.15,1
6,3,0,Storm,3,10,13,19.8,7,3.6,0.497,0.1112,1.532,44.24,67.78,1
5,6,0,Clear,4,11,12,20.5,6,2.0,-1.933,0.1016,1.434,38.76,55.58,1
5,0,0,Cloudy,5,11,24,21.5,12,10.0,0.047,0.066,1.315,61.68,81.11,0
5,1,1,Cloudy,3,14,31,25.6,12,3.7,0.241,0.2574,1.339,48.47,64.9,0
2,1,0,Clear,5,7,9,17.3,1,5.4,-0.173,0.2132,1.412,40.32,56.93,1
5,3,0,Cloudy,2,8,10,11.6,2,9.5,-0.614,0.0469,1.305,48.59,63.41,0
15,4,0,Clear,3,19,22,13.2,9,11.1,0.47,0.1674,1.446,61.17,88.45,1
7,1,0,Clear,3,7,12,12.0,4,4.9,1.495,0.1218,1.394,42.86,59.75,0
18,0,0,Fog,3,29,17,24.3,8,5.9,-1.048,0.0703,1.988,48.22,95.86,1
19,0,0,Fog,2,16,16,15.7,3,2.1,-2.265,0.0556,1.442,32.82,47.33,1
18,5,0,Rain,1,12,17,24.2,3,4.9,0.321,0.0701,1.341,39.13,52.47,0
12,0,0,Clear,3,18,15,14.1,7,16.1,0.743,0.1944,1.644,65.89,108.32,1
7,4,0,Clear,3,14,19,14.9,8,3.3,0.441,0.0338,1.354,44.16,59.79,0
22,4,0,Clear,4,26,19,9.8,11,9.5,-0.735,0.2297,1.715,60.69,104.08,1
4,0,0,Storm,3,26,18,18.4,15,5.1,0.66,0.0956,1.923,57.29,110.17,1
11,3,0,Clear,3,28,20,17.8,13,5.7,-1.287,0.1634,1.641,54.61,89.62,1
10,2,0,Clear,2,26,26,15.5,12,13.1,1.821,0.1114,1.541,69.74,107.47,1
17,3,0,Rain,4,18,11,17.1,1,1.4,0.505,0.1388,1.994,29.42,58.66,1
13,0,1,Cloudy,3,29,26,9.5,8,7.3,0.12,0.1435,1.662,51.49,85.58,1
19,4,1,Rain,1,32,20,28.4,5,6.8,0.211,0.2383,1.999,46.7,93.35,1
22,5,0,Cloudy,2,37,22,31.4,12,5.2,0.364,0.1671,1.837,53.67,98.59,1
9,0,0,Cloudy,2,34,39,19.0,15,4.8,-0.615,0.0232,1.406,58.21,81.84,1
20,3,0,Storm,1,30,13,14.2,6,5.1,1.617,0.3452,2.412,43.8,105.65,1
4,4,0,Clear,1,16,33,18.0,15,16.0,-1.476,0.0527,1.144,80.91,92.56,0
21,0,1,Clear,4,20,8,12.2,2,2.4,0.588,0.0373,2.5,34.34,85.85,1
4,5,0,Cloudy,3,6,15,17.7,1,4.1,-1.35,0.1887,1.182,34.27,40.51,0
20,3,0,Cloudy,3,27,20,21.5,6,9.8,-0.593,0.1603,1.701,57.05,97.04,1
9,2,0,Cloudy,4,29,29,16.3,14,5.1,-2.519,0.0917,1.441,57.28,82.54,1
23,3,0,Cloudy,2,10,10,21.4,3,9.5,-0.646,0.1012,1.491,47.48,70.79,1
3,4,0,Cloudy,2,10,15,23.4,5,7.2,0.667,0.0534,1.337,44.96,60.11,0
11,4,0,Cloudy,2,16,26,18.7,8,2.0,-0.691,0.0396,1.199,42.69,51.19,0
21,5,0,Fog,1,25,27,24.4,9,7.8,-0.191,0.2404,1.374,55.07,75.67,0
1,0,0,Clear,2,20,28,19.1,15,5.8,0.687,0.0086,1.311,59.47,77.97,0
6,5,0,Fog,4,15,19,19.3,11,6.6,0.594,0.1842,1.446,54.59,78.94,1
2,0,1,Cloudy,3,20,18,20.3,12,3.8,-1.377,0.1012,1.604,52.64,84.43,1
7,4,0,Clear,3,20,27,18.5,12,4.3,-0.957,0.0608,1.296,48.66,63.06,0
9,2,0,Clear,2,21,31,18.3,11,4.5,-0.656,0.0844,1.196,50.48,60.37,0
14,0,0,Cloudy,3,18,29,16.2,12,4.0,-0.942,0.0426,1.265,49.24,62.29,0
6,4,0,Rain,3,14,15,19.7,6,5.3,-0.814,0.1684,1.441,44.81,64.57,1
3,3,0,Cloudy,3,7,16,15.2,4,7.5,1.091,0.0941,1.263,46.32,58.5,0
4,4,0,Cloudy,2,12,15,17.3,3,3.8,-0.929,0.0657,1.243,36.31,45.13,0
22,2,0,Clear,2,24,25,14.2,9,5.3,1.8,0.0432,1.534,49.83,76.44,1
22,1,0,Cloudy,2,27,28,13.7,11,6.9,1.202,0.0629,1.499,60.56,90.78,1
5,4,1,Storm,3,10,17,18.7,10,4.8,1.364,0.1134,1.68,50.58,84.97,1
4,1,0,Cloudy,1,8,20,23.1,2,5.8,0.255,0.2311,1.126,40.35,45.43,0
1,5,0,Rain,2,18,25,10.2,12,5.0,-0.328,0.1768,1.355,53.62,72.66,0
23,4,0,Clear,3,9,18,20.2,8,3.2,-0.983,0.0215,1.214,44.14,53.59,0
16,6,0,Cloudy,4,11,12,13.1,4,4.5,-1.957,0.0495,1.416,39.24,55.56,1
18,0,0,Rain,2,33,25,12.1,13,5.0,-0.441,0.1155,1.739,54.37,94.55,1
6,4,0,Rain,1,18,36,23.0,15,1.3,1.356,0.073,1.295,50.23,65.05,0
15,3,0,Cloudy,3,34,24,16.0,14,1.5,0.655,0.2408,1.725,51.93,89.58,1
1,6,1,Cloudy,1,11,23,11.5,4,3.7,-0.083,0.1557,1.289,40.37,52.04,0
16,2,0,Clear,2,23,21,12.3,7,2.5,0.272,0.0376,1.452,40.25,58.44,1
13,6,0,Clear,3,15,19,17.8,4,3.3,-1.42,0.0373,1.339,39.57,52.98,0
7,1,0,Rain,4,11,7,13.5,1,2.4,0.526,0.1457,1.956,29.24,57.19,1
17,5,0,Rain,4,25,16,18.8,8,5.6,-0.113,0.0353,2.02,48.27,97.51,1
15,3,1,Clear,3,29,33,24.9,14,9.9,-0.634,0.1667,1.549,67.01,103.8,1
10,6,0,Fog,4,9,10,24.8,1,9.8,0.96,0.1217,1.646,50.59,83.27,1
4,1,0,Fog,2,10,22,18.9,9,1.6,0.087,0.2955,1.143,41.22,47.11,0
0,1,1,Clear,3,8,16,20.6,6,5.3,1.551,0.2352,1.423,47.35,67.38,1
22,3,1,Clear,2,31,22,13.7,11,6.4,-0.466,0.1371,1.771,54.06,95.74,1
6,3,0,Clear,3,10,13,18.6,2,3.3,-0.319,0.0701,1.337,33.51,44.8,0
7,1,0,Fog,3,15,25,14.9,15,5.7,-0.097,0.2123,1.384,56.62,78.36,0
16,4,0,Cloudy,5,15,13,12.5,3,4.5,-0.003,0.1054,1.601,39.35,63.0,1
6,2,0,Clear,4,7,8,17.4,2,11.7,0.658,0.1244,1.549,54.65,84.65,1
9,1,0,Storm,2,16,10,11.0,6,3.7,1.347,0.0608,2.027,40.61,82.32,1
17,3,0,Clear,1,29,32,22.6,13,3.3,-0.922,0.0539,1.272,52.2,66.4,0
14,4,0,Fog,3,31,22,21.9,12,12.4,-0.535,0.0158,1.748,67.47,117.94,1
15,0,0,Rain,2,18,25,25.9,15,4.2,1.583,0.1339,1.494,54.79,81.86,1
0,6,0,Clear,2,15,23,20.6,11,6.1,0.372,0.1633,1.298,55.48,72.01,0
10,4,0,Rain,3,15,12,12.2,2,3.8,0.78,0.3444,1.771,37.9,67.12,1
11,1,1,Rain,4,26,11,21.6,5,4.0,0.403,0.2922,2.497,39.54,98.73,1
15,5,0,Cloudy,4,26,23,26.1,15,7.6,-0.824,0.0668,1.594,63.95,101.94,1
3,5,0,Rain,3,7,15,12.5,4,4.6,0.527,0.1261,1.3,40.34,52.44,0
3,6,1,Cloudy,4,14,27,17.9,15,12.3,0.799,0.2279,1.501,71.99,108.06,1
18,5,0,Rain,2,23,15,19.5,8,3.9,-0.659,0.1191,1.802,45.24,81.52,1
16,1,0,Rain,3,11,12,28.7,4,5.3,-2.486,0.0566,1.549,42.01,65.07,1
19,1,0,Storm,1,20,12,19.6,2,2.1,1.703,0.1096,2.083,32.41,67.51,1
6,1,0,Rain,1,12,20,14.4,9,7.3,-0.806,0.1247,1.292,54.26,70.1,0
23,6,0,Storm,2,19,20,18.0,15,4.8,1.214,0.2099,1.665,56.6,94.24,1
6,2,0,Clear,4,13,12,21.7,7,10.1,-1.336,0.0919,1.504,56.21,84.54,1
15,2,1,Clear,5,23,15,17.5,7,4.3,-0.787,0.1192,2.011,44.1,88.69,1
3,6,0,Cloudy,3,21,24,17.4,12,3.1,-0.851,0.2447,1.369,46.62,63.82,0
22,1,0,Clear,1,19,17,23.0,5,5.1,-0.522,0.139,1.483,42.41,62.89,1
7,2,0,Storm,3,36,16,27.1,15,1.8,-0.967,0.0357,2.433,50.76,123.5,1
19,2,0,Clear,2,40,19,14.2,12,3.1,-2.909,0.1506,2.124,50.68,107.64,1
7,2,1,Cloudy,4,33,34,13.5,15,9.3,0.08,0.0278,1.582,65.65,103.86,1
18,4,0,Cloudy,4,21,11,18.0,3,7.6,-1.015,0.1368,2.104,45.8,96.36,1
10,5,0,Storm,2,27,13,23.8,9,5.2,0.616,0.1964,2.327,48.01,111.72,1
1,1,0,Clear,3,8,9,19.3,3,2.7,1.756,0.1835,1.461,33.67,49.19,1
4,0,0,Fog,4,17,22,13.4,11,9.4,1.733,0.117,1.545,59.62,92.11,1
16,4,0,Clear,5,7,10,25.4,3,2.2,-0.504,0.2404,1.4,32.97,46.16,1
4,3,0,Clear,2,16,35,19.1,15,10.1,-0.97,0.0565,1.259,67.08,84.45,0
6,4,0,Clear,4,17,27,19.1,8,2.7,-1.954,0.1073,1.356,41.81,56.69,0
13,3,0,Storm,3,24,7,17.7,1,4.7,2.232,0.0746,2.5,35.34,88.35,1
6,5,0,Clear,2,17,36,17.3,14,1.8,-1.063,0.0391,1.13,49.83,56.31,0
3,4,0,Clear,2,9,21,26.5,3,12.3,0.847,0.0803,1.208,52.9,63.9,0
14,5,0,Clear,2,23,26,16.1,7,4.2,0.121,0.2531,1.35,42.59,57.5,0
16,5,0,Cloudy,2,26,27,22.2,7,5.3,-1.114,0.0582,1.477,50.35,74.37,1
17,3,0,Clear,2,8,21,22.9,3,4.7,0.134,0.0742,1.083,38.03,41.19,0
22,2,0,Clear,1,26,38,17.6,12,8.5,0.412,0.0949,1.265,58.01,73.38,0
2,4,0,Clear,2,13,24,23.1,11,6.4,0.395,0.3016,1.263,55.93,70.64,0
10,4,0,Rain,2,9,25,21.5,6,18.0,-0.23,0.0946,1.31,69.55,91.11,0
5,4,0,Cloudy,3,6,6,19.6,2,8.1,-0.468,0.0812,1.474,44.7,65.89,1
21,3,0,Cloudy,3,33,22,19.5,7,3.6,0.84,0.2011,1.814,42.08,76.33,1
12,2,0,Fog,2,23,19,14.4,7,7.7,-0.359,0.2525,1.55,50.01,77.52,1
2,0,0,Rain,1,13,22,11.7,14,1.5,1.064,0.1254,1.306,51.83,67.69,0
16,2,0,Rain,3,18,8,24.4,3,20.3,1.028,0.0412,2.427,70.11,170.16,1
1,6,1,Clear,4,9,9,15.5,1,10.8,-0.942,0.0941,1.687,47.7,80.47,1
6,5,0,Cloudy,3,8,15,25.8,3,7.3,-0.428,0.0933,1.281,45.73,58.58,0
17,5,0,Clear,3,22,14,12.9,4,4.2,0.622,0.0623,1.827,38.71,70.72,1
12,5,0,Cloudy,2,21,11,14.1,5,5.0,-0.025,0.066,1.939,43.52,84.39,1
18,6,0,Clear,3,47,25,22.7,15,12.0,0.461,0.0181,2.079,71.53,148.71,1
13,1,1,Cloudy,3,18,12,10.1,3,6.5,-1.294,0.0618,1.842,41.47,76.39,1
20,5,0,Cloudy,2,27,18,10.2,4,5.7,-0.751,0.2305,1.683,43.63,73.43,1
13,0,0,Cloudy,5,22,19,20.0,10,5.8,-0.618,0.1648,1.604,54.37,87.21,1
1,1,0,Clear,1,15,36,16.9,12,2.6,1.68,0.0502,1.191,48.17,57.37,0
1,0,0,Clear,2,15,29,21.6,11,14.8,-0.88,0.0792,1.325,69.16,91.64,0
18,3,0,Clear,5,16,8,17.5,2,12.5,-0.818,0.0503,2.232,54.39,121.4,1
0,0,0,Cloudy,4,20,28,17.5,15,8.0,-0.365,0.1572,1.372,62.32,85.5,0
9,2,0,Clear,1,13,16,6.9,2,6.8,0.027,0.167,1.303,42.16,54.93,0
0,0,0,Rain,2,14,28,21.5,14,2.2,0.21,0.0878,1.217,49.69,60.47,0
7,0,0,Cloudy,3,16,19,16.9,6,18.3,1.344,0.0498,1.478,69.94,103.37,1
14,3,0,Clear,3,20,31,15.1,12,2.3,-1.153,0.1127,1.278,50.14,64.08,0
4,2,0,Clear,5,14,15,19.1,9,3.8,0.0,0.0861,1.52,47.18,71.71,1
11,2,1,Cloudy,4,19,10,18.1,1,3.6,-0.173,0.0535,2.096,33.0,69.17,1
23,2,0,Cloudy,3,26,19,15.7,10,6.8,0.158,0.0334,1.725,53.16,91.7,1
1,2,0,Clear,3,24,28,17.7,13,8.0,-1.31,0.1344,1.358,58.95,80.05,0
1,0,0,Clear,5,7,10,20.7,5,4.3,-0.274,0.1828,1.392,41.8,58.19,0
6,3,0,Storm,3,12,18,15.2,13,2.9,-0.695,0.2256,1.478,49.66,73.4,1
19,5,1,Cloudy,1,26,11,17.4,7,2.3,0.134,0.0924,2.224,38.18,84.91,1
9,0,0,Clear,4,27,25,16.4,15,10.4,0.339,0.2829,1.548,66.77,103.36,1
15,1,0,Rain,3,16,23,28.9,15,6.0,-0.495,0.2526,1.398,60.9,85.14,0
0,5,0,Clear,4,9,12,16.0,5,6.8,0.291,0.307,1.468,47.76,70.11,1
17,3,0,Clear,3,16,15,14.7,3,5.8,1.732,0.0884,1.615,42.46,68.57,1
1,1,0,Rain,2,8,13,10.3,3,8.0,-0.562,0.0838,1.375,45.02,61.9,0
17,5,0,Storm,3,13,6,17.2,1,1.7,-0.174,0.0723,2.297,28.52,65.51,1
3,2,0,Cloudy,5,4,12,15.6,3,9.6,0.589,0.0345,1.308,48.96,64.04,0
20,4,0,Cloudy,1,36,16,12.1,7,1.4,-1.575,0.0911,2.105,39.1,82.31,1
7,3,0,Clear,2,19,26,12.1,12,1.5,0.429,0.0486,1.338,42.77,57.23,0
4,1,0,Cloudy,2,20,35,16.1,15,5.9,0.736,0.2732,1.269,59.76,75.84,0
8,5,0,Rain,1,16,16,13.6,3,13.2,-0.859,0.1677,1.45,55.08,79.87,1
0,4,0,Rain,3,12,21,19.5,13,6.9,1.067,0.2481,1.437,58.72,84.38,1
3,1,0,Clear,1,12,28,21.5,10,9.2,-0.874,0.1195,1.204,56.88,68.48,0
14,5,0,Clear,5,15,10,20.0,4,9.1,0.871,0.1209,1.895,51.36,97.33,1
7,4,1,Rain,2,13,12,24.2,1,4.0,-0.091,0.0088,1.644,35.51,58.38,1
8,5,0,Cloudy,1,13,20,14.9,3,2.5,-0.562,0.1001,1.143,32.92,37.63,0
19,5,0,Fog,2,11,16,17.7,1,6.6,0.222,0.1084,1.324,42.85,56.73,0
